nome,significado,origem,url
Alexandra,"Significa ""protetora do homem"" ou ""defensora da humanidade"".
Alexandra é uma variante feminina de Alexandre, que tem origem no nome grego Aléxandros, do verbo aléxo, que quer dizer ""repelir, defender ou proteger"", unido ao vocábulo andrós, que significa ""homem"", de modo que significa ""a protetora da humanidade"".",Grega,https://www.dicionariodenomesproprios.com.br/alexandra/
Alexandrina,"Significa “defensora da humanidade” ou “aquela que repele os inimigos”.
Alexandrina é um nome feminino que se originou a partir do grego Aléxandros, que consiste na junção do verbo aléxo, que significa “repelir”, “defender” ou “proteger”, com o vocábulo andrós, relativo à “homem” ou “ser humano”.",Grega,https://www.dicionariodenomesproprios.com.br/alexandrina/
Alexia,"Significa “ajudante” ou “defensora”, “defensora da humanidade”.
Alexia teria se originado a partir do nome grego Alexis, derivado da palavra alexo, que significa “defender” ou “ajudar”. Por consequência, a versão feminina do nome foi alterada para “ajudante” ou “aquela que defende”.",Grega,https://www.dicionariodenomesproprios.com.br/alexia/
Aliaá,Urano.,Árabe,https://www.dicionariodenomesproprios.com.br/aliaa/
Alida,Variação para Adelaide.,Latina,https://www.dicionariodenomesproprios.com.br/alida/
Alika,"Significa ""protetor (a) do homem"", ""defensor (a) da humanidade"" ou ""a mais bonita"".
Esse nome é unissex e apresenta três possíveis origens. Pode ser a forma havaiana do nome Alex, considerado o diminutivo de Alexandre, originado a partir do nome grego Aléxandros, derivado do verbo aléxo, que significa ""repelir”, “defender” ou “proteger"", unido ao vocábulo andrós, que significa ""homem"".","Grega, Havaiana, Africana",https://www.dicionariodenomesproprios.com.br/alika/
Alikia,A protetora.,Havaiana,https://www.dicionariodenomesproprios.com.br/alikia/
Alilat,Ver Aliaá,Árabe,https://www.dicionariodenomesproprios.com.br/alilat/
Alina,"Significa “serpente nobre”, “serpente da nobreza”; “pequena nobre” ou branca"", ""brilhante"", ""clara"". 
Esse nome feminino é a forma encurtada de nomes, como, Adelina, Albina ou outros que terminam com alina.","Latina, Romana, Germânica",https://www.dicionariodenomesproprios.com.br/alina/
Aline,"Significa ""protetora nobre""; “pequena nobre”, “a reluzente, a resplandecente”.
O nome surgiu a partir do latim Alina, Alyna, variantes de Adelina, um nome com duas possibilidades de origem.","Latina, Germânica",https://www.dicionariodenomesproprios.com.br/aline/
Alípia,Feminino de Alípio.,Grega,https://www.dicionariodenomesproprios.com.br/alipia/
Alíria,Lírio.,Latina,https://www.dicionariodenomesproprios.com.br/aliria/
Alisson,"Significa “de qualidade nobre”, “filho de origem nobre”.
Há duas possíveis origens para o nome Alisson. Uma delas se refere ao diminutivo do nome Alice, que significa “de qualidade nobre”, enquanto outra confere o seu étimo como resultado da expressão Alice’s son (filho de Alice, em português), que assim, significa “filho de origem nobre”.",Inglesa,https://www.dicionariodenomesproprios.com.br/alisson/
Alita,"significa ""nobre"", ""aquela que pertence à elite"", ""a escolhida"".
Apesar de ter origem árabe, Alita é um nome bastante comum na Espanha.",Árabe,https://www.dicionariodenomesproprios.com.br/alita/
Allegra,"Significa ""alegre"", ""animada"". 
Allegra é um nome feminino de origem italiana que significa ""alegre"", ""animada"", atributos ótimos de bem-estar e bom humor.",Italiana,https://www.dicionariodenomesproprios.com.br/allegra/
Allende,"Além,do lado de lá, além da ponte.",Espanhola,https://www.dicionariodenomesproprios.com.br/allende/
Alma,"Significa ""a que alimenta"", ""a que nutre"", ""a que dá a vida"", ou ""alma"".
É um nome com origem incerta, que possivelmente deriva do latim almus, que quer dizer ""nutritivo"", e por extensão pode levar ao significado de ""a que alimenta, a que nutre, a que dá vida"".","Latina, Espanhola",https://www.dicionariodenomesproprios.com.br/alma/
Almada,Aquela que tem riqueza interior.,Grega,https://www.dicionariodenomesproprios.com.br/almada/
Almara,Pessoa que se destaca na multidão.,Latina,https://www.dicionariodenomesproprios.com.br/almara/
Almeidna,"""a cidade"".",Árabe,https://www.dicionariodenomesproprios.com.br/almeidna/
Alméria,A filha do rei.,Grega,https://www.dicionariodenomesproprios.com.br/almeria/
Almerinda,"Significa “aquela que vigia” ou “a vigilante”.
Almerinda é um nome feminino, classificado na onomástica da língua espanhola como de origem toponímica, em referência a região de Almería, localizada na comunidade autônoma de Andaluzia, na Espanha.","Árabe, Espanhola",https://www.dicionariodenomesproprios.com.br/almerinda/
Almira,"Significa ornamento, beleza. Indica uma pessoa intuitiva e extrovertida, que tem idéias originais e brilhantes a respeito de tudo e gosta de debatê-las com os amigos. Destaca-se em profissões ligadas à criação e à comunicação, como propaganda e jornalismo.",Celta,https://www.dicionariodenomesproprios.com.br/almira/
Aloá,Variação de Eloá.,Teutônica,https://www.dicionariodenomesproprios.com.br/aloa/
Altéia,Variante gráfica de Althea.,Latina,https://www.dicionariodenomesproprios.com.br/alteia/
Altevira,Região da antiga grécia.,Grega,https://www.dicionariodenomesproprios.com.br/altevira/
Althaia,Aquela que vem para curar os males.,Grega,https://www.dicionariodenomesproprios.com.br/althaia/
Althea,Curandeira.,Grega,https://www.dicionariodenomesproprios.com.br/althea/
Altiva,Tem significado literal ao da palavra.,Latina,https://www.dicionariodenomesproprios.com.br/altiva/
Alva,"Significa ""branca"", ""alva"" ou ""aurora"", ""alvorada"".
O nome Alva tem origem no latim, justamente na palavra alba, de albus, que significa ""muito branco, muito claro"".",Latina,https://www.dicionariodenomesproprios.com.br/alva/
Alvarenga,Nascido em Alvarenga.,Portuguesa,https://www.dicionariodenomesproprios.com.br/alvarenga/
Alvina,Nobre amiga.,Germânica,https://www.dicionariodenomesproprios.com.br/alvina/
Alvise,"Alva, branca, clara.",Latina,https://www.dicionariodenomesproprios.com.br/alvise/
Alya,"Significa “céu”, “paraíso”, “ascender”, “bela”. 
Alya é um nome feminino que aparece em diversas línguas, entre elas o árabe, o grego, o eslavo e o hebraico.","Hebraica, Árabe, Eslava, Russa",https://www.dicionariodenomesproprios.com.br/alya/
Alyce,"Significa “de qualidade nobre”, “de linhagem nobre”.
Alyce é a variação inglesa do nome Alice, que tem origem a partir dos nomes em francês Adaliz, Alesia e Aliz, utilizados como diminutivo do nome Adelaide, que tem origem germânica.","Francesa, Inglesa, Germânica",https://www.dicionariodenomesproprios.com.br/alyce/
Alzira,"Significa “a visitadora” ou “mulher que alimenta intenso desejo pelo sexo oposto”.
É a variante feminina de Alziro e Alzir, que tem origem no árabe al zaira, que quer dizer “a visitadora”.",Árabe,https://www.dicionariodenomesproprios.com.br/alzira/
Amabel,"Significa ""adorável"", ""amável"". 
Esse nome é a versão feminina do nome masculino Amabilis, o qual tem origem no latim e significa ""adorável"", ""amável"".",Latina,https://www.dicionariodenomesproprios.com.br/amabel/
Amábile,"Significa “amável”, “amorosa”.
É uma variante gráfica de Amabília, nome que tem origem no latim Amabilis, que quer dizer literalmente “amável, amorosa”.",Latina,https://www.dicionariodenomesproprios.com.br/amabile/
Amabília,"""amável""",Latina,https://www.dicionariodenomesproprios.com.br/amabilia/
Amada,Amada.,Latina,https://www.dicionariodenomesproprios.com.br/amada/
Amalberga,Que protege os trabalhos da guerra.,Germânica,https://www.dicionariodenomesproprios.com.br/amalberga/
Amália,"Significa ""trabalhadora"", ""diligente"", ""ativa"".
O nome Amália vem da palavra germânica Amal, um diminutivo que quer dizer ""trabalho"".",Germânica,https://www.dicionariodenomesproprios.com.br/amalia/
Amálie,"Trabalhadora, ativa.",Francesa,https://www.dicionariodenomesproprios.com.br/amalie/
Amalina,Diminutivo de Amália.,Latina,https://www.dicionariodenomesproprios.com.br/amalina/
Amaltrudes,Ativa e querida.,Latina,https://www.dicionariodenomesproprios.com.br/amaltrudes/
Amana,Água que vem do céu.,Indígena,https://www.dicionariodenomesproprios.com.br/amana/
Amanacy,Mãe da chuva.,Indígena,https://www.dicionariodenomesproprios.com.br/amanacy/
Amanara,Dia com chuva.,Indígena,https://www.dicionariodenomesproprios.com.br/amanara/
Amanayara,Ama da chuva.,Indígena,https://www.dicionariodenomesproprios.com.br/amanayara/
Amandina,Aquela que deve ser amada.,Latina,https://www.dicionariodenomesproprios.com.br/amandina/
Amandy,Água de chuva.,Indígena,https://www.dicionariodenomesproprios.com.br/amandy/
Amapola,Bela- flor.,Italiana,https://www.dicionariodenomesproprios.com.br/amapola/
Amara,"Significa  “graça, misericórdia”, “amar”, “amarga”.
Amara é um nome não só com uma, mas várias possibilidades de étimos.","Latina, Africana",https://www.dicionariodenomesproprios.com.br/amara/
Amary,Árvore frondosa.,Tupi,https://www.dicionariodenomesproprios.com.br/amary/
Amaya,"Significa ""o fim"".
Esse nome é uma variante de Amaia e significa ""o fim"" em basco. Carrega o simbolismo ligado à completude e ao fechamento.",Basca,https://www.dicionariodenomesproprios.com.br/amaya/
Âmbar,"Significa ""pedra preciosa de cor amarelo alaranjada"", ""amuleto da sorte""; ""vestimenta"" ou ""céu"".
Esse nome feminino pode ser uma variante de Amber, que teoricamente foi utilizado pela primeira vez no final do século XIX, entretanto o seu uso se popularizou após a publicação do romance histórico Forever Amber, lançado pela autora norte-americana Kathleen Winsor no ano de 1944.","Árabe, Sânscrita",https://www.dicionariodenomesproprios.com.br/ambar/
Amber,"significa ""pedra preciosa de cor amarelo alaranjada"", ""amuleto da sorte"".
O nome teoricamente foi utilizado pela primeira vez no final do século XIX, entretanto o seu uso se popularizou após a publicação do romance histórico Forever Amber, lançado pela autora norte-americana Kathleen Winsor no ano de 1944.","Árabe, Sânscrita",https://www.dicionariodenomesproprios.com.br/amber/
Ambrogina,Forma italiana de Ambrosina.,Italiana,https://www.dicionariodenomesproprios.com.br/ambrogina/
Ambrósia,A divina.,Grega,https://www.dicionariodenomesproprios.com.br/ambrosia/
Ambrosina,Variante de Ambrósia.,Grega,https://www.dicionariodenomesproprios.com.br/ambrosina/
Amélie,"Significa “trabalhadora"", ""mulher diligente”, “ativa"".
É a versão alemã de Amélia, variante do nome Amália, que tem origem no germânico Amal que quer dizer “trabalho”.","Germânica, Alemã",https://www.dicionariodenomesproprios.com.br/amelie/
Amena,"Pessoa agradável, suave.",Latina,https://www.dicionariodenomesproprios.com.br/amena/
América,"Significa ""a que governa a casa"", “chefe trabalhadora”, “chefe ativa”. 
Esse nome é a versão feminina de Américo, o qual surge com a junção de dois nomes germânicos Amalarico e Almerico.",Germânica,https://www.dicionariodenomesproprios.com.br/america/
Ameríndia,Junção de América e índia.,Latina,https://www.dicionariodenomesproprios.com.br/amerindia/
Amery,Maneira francesa de escrever america.,Francesa,https://www.dicionariodenomesproprios.com.br/amery/
Ametista,"Significa ""pedra preciosa roxa"".
Relativo a pedra preciosa roxa, esse nome deriva dos termos gregos a e methystos, que significam ""embriagado, bêbado"".",Grega,https://www.dicionariodenomesproprios.com.br/ametista/
Amice,"Significa “amada” , “querida amada”.
Nome francês com origem no latim, Amice possui os significados de “amada” e “querida amada”. Do francês antigo, ele deriva do nome Amee e do Latim, surge a partir da palavra amatus, que significa literalmente ""amada"".","Latina, Francesa",https://www.dicionariodenomesproprios.com.br/amice/
Amícia,Amizade.,Latina,https://www.dicionariodenomesproprios.com.br/amicia/
Amina,"Significa “aquela em quem se pode confiar”, “leal”, “fiel”.
Esse nome feminino tem duas possíveis origens, mas um sentido. Derivado do árabe amina, que significa ""sentir-se segura"", pode querer dizer “aquela em quem se pode confiar”.",Árabe,https://www.dicionariodenomesproprios.com.br/amina/
Aminda,Digna de ser amada.,Esperanto,https://www.dicionariodenomesproprios.com.br/aminda/
Amira,"Significa ""comandante"", ""princesa"" ou ""copa da árvore"".
Esse nome é a versão feminina de Amir, o qual significa ""comandante"", ""príncipe"", em árabe ou ""copa da árvore"", ""parte mais alta da árvore"", em hebraico.","Hebraica, Árabe",https://www.dicionariodenomesproprios.com.br/amira/
Amora,"Significa “fruto silvestre”, “feminino do substantivo amor”. 
Antes de ser utilizado como um nome próprio, amora é o nome de um saboroso e pequeno fruto silvestre.",Latina,https://www.dicionariodenomesproprios.com.br/amora/
Amósia,"Alegria, robustez.",Árabe,https://www.dicionariodenomesproprios.com.br/amosia/
Ana Augusta,"O sucesso parece lhe chegar por pura sorte mas, na verdade, é fruto de uma inteligência e de uma determinação admiráveis.",,https://www.dicionariodenomesproprios.com.br/ana-augusta/
Ana Brenda,"Significa  “pequeno corvo fêmea que é graciosa"", ""chefe cheia de graça"", ""inteligente e graciosa"". 
Esse nome composto é formado pelos nomes femininos Ana e Brenda.","Hebraica, Escocesa, Gaélica",https://www.dicionariodenomesproprios.com.br/ana-brenda/
Ana Carla,"Significa ""mulher graciosa"", ""mulher do povo e cheia de graça"", ""mulher guerreira e graciosa"", “mulher livre e cheia de graça"".
Ana Carla é um nome composto por dois nomes de origens diferentes, Ana e Carla.","Hebraica, Germânica",https://www.dicionariodenomesproprios.com.br/ana-carla/
Ana Catarina,"Significa “mulher pura cheia de graça”, “mulher casta graciosa”.
Ana Catarina é um nome composto por dois nomes de origens diferentes, Ana e Catarina.","Grega, Hebraica",https://www.dicionariodenomesproprios.com.br/ana-catarina/
Ana Cecília,"Significa “cega graciosa”, “cega cheia de graça”.
É composto por dois nomes de origens distintas, Ana e Cecília.","Hebraica, Latina",https://www.dicionariodenomesproprios.com.br/ana-cecilia/
Ana Célia,"Significa ""mulher cega e graciosa"", ""cheia de graça dos céus"", ou ""setembro gracioso"".
É uma nome composto por dois nomes de origens distintas, Ana e Célia.","Hebraica, Latina, Inglesa",https://www.dicionariodenomesproprios.com.br/ana-celia/
Ana Cláudia,"Significa ""mulher coxa e graciosa"", ""mulher manca cheia de graça"".
É um nome composto por dois nomes de origens distintas, Ana e Cláudia.","Hebraica, Latina",https://www.dicionariodenomesproprios.com.br/ana-claudia/
